"X","Y","Leng_T.series","Effect_sens","lag","i","j","P_val_WT","Effect_Size","Coef_b11","Coef_b21","Coef_a1"
"Trachurus_mediterraneus_adu","Lophius_budegassa_adu",28,"x_cause_y",1,19,14,0.071,0.13,-0.15,0.38,0.49
"Trachurus_trachurus_adu","Lophius_budegassa_adu",28,"x_cause_y",1,20,14,0.456,0.01,-0.06,0.45,0.49
"Trisopterus_capelanus_adu","Lophius_budegassa_adu",28,"x_cause_y",1,21,14,0.038,0.17,0.43,0.3,0.49
"Sardina_pilchardus","Lophius_budegassa_adu",27,"x_cause_y",1,22,14,0.08,0.13,-0.32,0.33,0.43
"Engraulis_encrasicolus","Lophius_budegassa_adu",27,"x_cause_y",1,23,14,0.537,0.01,0.12,0.45,0.43
"Citharus_linguatula","Lophius_budegassa_adu",28,"x_cause_y",1,24,14,0.732,0,0.05,0.45,0.49
"Illex_coindetii","Lophius_budegassa_adu",28,"x_cause_y",1,25,14,0.96,-0.01,0,0.49,0.49
"Lepidorhombus_boscii","Lophius_budegassa_adu",28,"x_cause_y",1,26,14,0.69,0,0.12,0.45,0.49
"Loligo_vulgaris","Lophius_budegassa_adu",28,"x_cause_y",1,27,14,0.104,0.1,-0.08,0.5,0.49
"Lophius_piscatorius","Lophius_budegassa_adu",28,"x_cause_y",1,28,14,0.051,0.15,-0.23,0.5,0.49
"Micromesistius_poutassou","Lophius_budegassa_adu",28,"x_cause_y",1,29,14,0.903,-0.01,0.01,0.49,0.49
"Mullus_surmuletus","Lophius_budegassa_adu",28,"x_cause_y",1,30,14,0.493,0.01,-0.12,0.52,0.49
"Octopus_vulgaris","Lophius_budegassa_adu",28,"x_cause_y",1,31,14,0.831,-0.01,-0.04,0.49,0.49
"Pagellus_acarne","Lophius_budegassa_adu",28,"x_cause_y",1,32,14,0.213,0.06,0.13,0.43,0.49
"Pagellus_bogaraveo","Lophius_budegassa_adu",28,"x_cause_y",1,33,14,0.01,0.27,-0.16,0.39,0.49
"Pagellus_erythrinus","Lophius_budegassa_adu",28,"x_cause_y",1,34,14,0.207,0.06,-0.11,0.41,0.49
"Solea_solea","Lophius_budegassa_adu",28,"x_cause_y",1,35,14,0.104,0.1,0.22,0.24,0.49
"Zeus_faber","Lophius_budegassa_adu",28,"x_cause_y",1,36,14,0.771,0,-0.04,0.53,0.49
"Eledone_cirrhosa_juv","Merluccius_merluccius_adu",28,"x_cause_y",1,1,15,0.684,0.01,0.06,-0.11,-0.11
"Eutrigla_gurnardus_juv","Merluccius_merluccius_adu",28,"x_cause_y",1,2,15,0.158,0.08,0.27,-0.13,-0.11
"Helicolenus_dactylopterus_juv","Merluccius_merluccius_adu",28,"x_cause_y",1,3,15,0.816,0,0.03,-0.13,-0.11
"Lophius_budegassa_juv","Merluccius_merluccius_adu",28,"x_cause_y",1,4,15,0.767,0,-0.03,-0.11,-0.11
"Merluccius_merluccius_juv","Merluccius_merluccius_adu",28,"x_cause_y",1,5,15,0.003,0.38,0.35,-0.12,-0.11
"Nephrops_norvegicus_juv","Merluccius_merluccius_adu",28,"x_cause_y",1,6,15,0.111,0.11,0.23,-0.21,-0.11
"Phycis_blennoides_juv","Merluccius_merluccius_adu",28,"x_cause_y",1,7,15,0.101,0.11,0.21,-0.12,-0.11
"Trachurus_mediterraneus_juv","Merluccius_merluccius_adu",28,"x_cause_y",1,8,15,0.336,0.04,0.05,-0.15,-0.11
"Trachurus_trachurus_juv","Merluccius_merluccius_adu",28,"x_cause_y",1,9,15,0.147,0.09,-0.13,-0.14,-0.11
"Trisopterus_capelanus_juv","Merluccius_merluccius_adu",28,"x_cause_y",1,10,15,0.088,0.12,0.24,0.01,-0.11
"Eledone_cirrhosa_adu","Merluccius_merluccius_adu",28,"x_cause_y",1,11,15,0.495,0.02,0.13,-0.13,-0.11
"Eutrigla_gurnardus_adu","Merluccius_merluccius_adu",28,"x_cause_y",1,12,15,0.004,0.35,0.38,-0.26,-0.11
"Helicolenus_dactylopterus_adu","Merluccius_merluccius_adu",28,"x_cause_y",1,13,15,0.895,0,0.03,-0.12,-0.11
"Lophius_budegassa_adu","Merluccius_merluccius_adu",28,"x_cause_y",1,14,15,0.016,0.24,0.43,-0.34,-0.11
"Mullus_barbatus_adu","Merluccius_merluccius_adu",28,"x_cause_y",1,16,15,0.142,0.09,-0.19,-0.15,-0.11
"Nephrops_norvegicus_adu","Merluccius_merluccius_adu",28,"x_cause_y",1,17,15,0.367,0.03,0.2,-0.2,-0.11
"Phycis_blennoides_adu","Merluccius_merluccius_adu",28,"x_cause_y",1,18,15,0.834,0,0.05,-0.13,-0.11
"Trachurus_mediterraneus_adu","Merluccius_merluccius_adu",28,"x_cause_y",1,19,15,0.233,0.06,-0.1,-0.05,-0.11
"Trachurus_trachurus_adu","Merluccius_merluccius_adu",28,"x_cause_y",1,20,15,0.449,0.02,-0.06,-0.11,-0.11
"Trisopterus_capelanus_adu","Merluccius_merluccius_adu",28,"x_cause_y",1,21,15,0.214,0.07,0.25,-0.21,-0.11
"Sardina_pilchardus","Merluccius_merluccius_adu",27,"x_cause_y",1,22,15,0.841,0,0.04,-0.1,-0.11
"Engraulis_encrasicolus","Merluccius_merluccius_adu",27,"x_cause_y",1,23,15,0.069,0.15,-0.35,-0.09,-0.11
"Citharus_linguatula","Merluccius_merluccius_adu",28,"x_cause_y",1,24,15,0.036,0.19,0.24,-0.24,-0.11
"Illex_coindetii","Merluccius_merluccius_adu",28,"x_cause_y",1,25,15,0.831,0,-0.02,-0.12,-0.11
"Lepidorhombus_boscii","Merluccius_merluccius_adu",28,"x_cause_y",1,26,15,0.304,0.04,0.3,-0.2,-0.11
"Loligo_vulgaris","Merluccius_merluccius_adu",28,"x_cause_y",1,27,15,0.649,0.01,0.02,-0.1,-0.11
"Lophius_piscatorius","Merluccius_merluccius_adu",28,"x_cause_y",1,28,15,0.572,0.01,0.07,-0.12,-0.11
"Micromesistius_poutassou","Merluccius_merluccius_adu",28,"x_cause_y",1,29,15,0.501,0.02,-0.05,-0.12,-0.11
"Mullus_surmuletus","Merluccius_merluccius_adu",28,"x_cause_y",1,30,15,0.821,0,-0.04,-0.11,-0.11
"Octopus_vulgaris","Merluccius_merluccius_adu",28,"x_cause_y",1,31,15,0.767,0,0.06,-0.11,-0.11
"Pagellus_acarne","Merluccius_merluccius_adu",28,"x_cause_y",1,32,15,0.822,0,0.02,-0.12,-0.11
"Pagellus_bogaraveo","Merluccius_merluccius_adu",28,"x_cause_y",1,33,15,0.378,0.03,-0.06,-0.14,-0.11
"Pagellus_erythrinus","Merluccius_merluccius_adu",28,"x_cause_y",1,34,15,0.481,0.02,-0.06,-0.13,-0.11
"Solea_solea","Merluccius_merluccius_adu",28,"x_cause_y",1,35,15,0.066,0.14,0.18,-0.2,-0.11
"Zeus_faber","Merluccius_merluccius_adu",28,"x_cause_y",1,36,15,0.219,0.06,0.14,-0.22,-0.11
"Eledone_cirrhosa_juv","Mullus_barbatus_adu",28,"x_cause_y",1,1,16,0.695,-0.03,0.05,0.91,0.92
"Eutrigla_gurnardus_juv","Mullus_barbatus_adu",28,"x_cause_y",1,2,16,0.4,-0.01,0.16,0.95,0.92
"Helicolenus_dactylopterus_juv","Mullus_barbatus_adu",28,"x_cause_y",1,3,16,0.739,-0.03,0.03,0.92,0.92
"Lophius_budegassa_juv","Mullus_barbatus_adu",28,"x_cause_y",1,4,16,0.132,0.06,0.17,0.8,0.92
"Merluccius_merluccius_juv","Mullus_barbatus_adu",28,"x_cause_y",1,5,16,0.189,0.04,-0.19,0.81,0.92
"Nephrops_norvegicus_juv","Mullus_barbatus_adu",28,"x_cause_y",1,6,16,0.832,-0.04,-0.02,0.91,0.92
"Phycis_blennoides_juv","Mullus_barbatus_adu",28,"x_cause_y",1,7,16,0.861,-0.04,-0.02,0.91,0.92
"Trachurus_mediterraneus_juv","Mullus_barbatus_adu",28,"x_cause_y",1,8,16,0.483,-0.02,0.04,0.88,0.92
"Trachurus_trachurus_juv","Mullus_barbatus_adu",28,"x_cause_y",1,9,16,0.802,-0.04,0.02,0.9,0.92
"Trisopterus_capelanus_juv","Mullus_barbatus_adu",28,"x_cause_y",1,10,16,0.874,-0.04,-0.02,0.91,0.92
"Eledone_cirrhosa_adu","Mullus_barbatus_adu",28,"x_cause_y",1,11,16,0.518,-0.02,-0.12,0.89,0.92
"Eutrigla_gurnardus_adu","Mullus_barbatus_adu",28,"x_cause_y",1,12,16,0.456,-0.01,-0.12,0.86,0.92
"Helicolenus_dactylopterus_adu","Mullus_barbatus_adu",28,"x_cause_y",1,13,16,0.723,-0.03,-0.07,0.91,0.92
"Lophius_budegassa_adu","Mullus_barbatus_adu",28,"x_cause_y",1,14,16,0.733,-0.03,-0.06,0.89,0.92
"Merluccius_merluccius_adu","Mullus_barbatus_adu",28,"x_cause_y",1,15,16,0.691,-0.03,-0.08,0.91,0.92
"Nephrops_norvegicus_adu","Mullus_barbatus_adu",28,"x_cause_y",1,17,16,0.31,0,-0.19,0.88,0.92
"Phycis_blennoides_adu","Mullus_barbatus_adu",28,"x_cause_y",1,18,16,0.801,-0.03,-0.05,0.91,0.92
"Trachurus_mediterraneus_adu","Mullus_barbatus_adu",28,"x_cause_y",1,19,16,0.902,-0.04,0.01,0.9,0.92
"Trachurus_trachurus_adu","Mullus_barbatus_adu",28,"x_cause_y",1,20,16,0.037,0.14,0.16,0.8,0.92
"Trisopterus_capelanus_adu","Mullus_barbatus_adu",28,"x_cause_y",1,21,16,0.819,-0.04,-0.05,0.9,0.92
"Sardina_pilchardus","Mullus_barbatus_adu",27,"x_cause_y",1,22,16,0.415,-0.03,-0.13,0.92,0.91
"Engraulis_encrasicolus","Mullus_barbatus_adu",27,"x_cause_y",1,23,16,0.004,0.3,-0.51,0.99,0.91
"Citharus_linguatula","Mullus_barbatus_adu",28,"x_cause_y",1,24,16,0.466,-0.02,-0.09,0.87,0.92
"Illex_coindetii","Mullus_barbatus_adu",28,"x_cause_y",1,25,16,0.302,0.01,0.11,0.76,0.92
"Lepidorhombus_boscii","Mullus_barbatus_adu",28,"x_cause_y",1,26,16,0.031,0.16,0.55,0.98,0.92
"Loligo_vulgaris","Mullus_barbatus_adu",28,"x_cause_y",1,27,16,0.972,-0.04,0,0.91,0.92
"Lophius_piscatorius","Mullus_barbatus_adu",28,"x_cause_y",1,28,16,0.235,0.02,0.14,0.87,0.92
"Micromesistius_poutassou","Mullus_barbatus_adu",28,"x_cause_y",1,29,16,0.971,-0.04,0,0.92,0.92
"Mullus_surmuletus","Mullus_barbatus_adu",28,"x_cause_y",1,30,16,0.659,-0.03,-0.08,0.91,0.92
"Octopus_vulgaris","Mullus_barbatus_adu",28,"x_cause_y",1,31,16,0.795,-0.03,0.05,0.9,0.92
"Pagellus_acarne","Mullus_barbatus_adu",28,"x_cause_y",1,32,16,0.775,-0.03,-0.04,0.89,0.92
"Pagellus_bogaraveo","Mullus_barbatus_adu",28,"x_cause_y",1,33,16,0.656,-0.03,0.04,0.86,0.92
"Pagellus_erythrinus","Mullus_barbatus_adu",28,"x_cause_y",1,34,16,0.505,-0.02,0.09,0.8,0.92
"Solea_solea","Mullus_barbatus_adu",28,"x_cause_y",1,35,16,0.865,-0.04,-0.02,0.9,0.92
"Zeus_faber","Mullus_barbatus_adu",28,"x_cause_y",1,36,16,0.714,-0.03,0.04,0.94,0.92
"Eledone_cirrhosa_juv","Sardina_pilchardus",27,"x_cause_y",1,1,22,0.559,0.01,-0.11,0.17,0.16
"Eutrigla_gurnardus_juv","Sardina_pilchardus",27,"x_cause_y",1,2,22,0.214,0.07,-0.27,0.15,0.16
"Helicolenus_dactylopterus_juv","Sardina_pilchardus",27,"x_cause_y",1,3,22,0.2,0.07,-0.17,0.09,0.16
"Lophius_budegassa_juv","Sardina_pilchardus",27,"x_cause_y",1,4,22,0.757,0,0.04,0.14,0.16
"Merluccius_merluccius_juv","Sardina_pilchardus",27,"x_cause_y",1,5,22,0.83,0,-0.03,0.17,0.16
"Nephrops_norvegicus_juv","Sardina_pilchardus",27,"x_cause_y",1,6,22,0.374,0.03,-0.14,0.15,0.16
"Phycis_blennoides_juv","Sardina_pilchardus",27,"x_cause_y",1,7,22,0.244,0.06,-0.19,0.07,0.16
"Trachurus_mediterraneus_juv","Sardina_pilchardus",27,"x_cause_y",1,8,22,0.935,0,0.01,0.17,0.16
"Trachurus_trachurus_juv","Sardina_pilchardus",27,"x_cause_y",1,9,22,0.897,0,0.01,0.16,0.16
"Trisopterus_capelanus_juv","Sardina_pilchardus",27,"x_cause_y",1,10,22,0.004,0.37,-0.43,0.38,0.16
"Eledone_cirrhosa_adu","Sardina_pilchardus",27,"x_cause_y",1,11,22,0.584,0.01,-0.12,0.14,0.16
"Eutrigla_gurnardus_adu","Sardina_pilchardus",27,"x_cause_y",1,12,22,0.491,0.02,-0.11,0.17,0.16
"Helicolenus_dactylopterus_adu","Sardina_pilchardus",27,"x_cause_y",1,13,22,0.148,0.09,0.39,0.11,0.16
"Lophius_budegassa_adu","Sardina_pilchardus",27,"x_cause_y",1,14,22,0.816,0,0.05,0.18,0.16
"Merluccius_merluccius_adu","Sardina_pilchardus",27,"x_cause_y",1,15,22,0.238,0.06,0.27,0.22,0.16
"Mullus_barbatus_adu","Sardina_pilchardus",27,"x_cause_y",1,16,22,0.8,0,0.04,0.15,0.16
"Nephrops_norvegicus_adu","Sardina_pilchardus",27,"x_cause_y",1,17,22,0.557,0.01,0.13,0.18,0.16
"Phycis_blennoides_adu","Sardina_pilchardus",27,"x_cause_y",1,18,22,0.679,0.01,0.12,0.2,0.16
"Trachurus_mediterraneus_adu","Sardina_pilchardus",27,"x_cause_y",1,19,22,0.192,0.07,0.13,0.1,0.16
"Trachurus_trachurus_adu","Sardina_pilchardus",27,"x_cause_y",1,20,22,0.72,0,0.03,0.15,0.16
"Trisopterus_capelanus_adu","Sardina_pilchardus",27,"x_cause_y",1,21,22,0.266,0.05,-0.26,0.07,0.16
"Engraulis_encrasicolus","Sardina_pilchardus",27,"x_cause_y",1,23,22,0.869,0,-0.04,0.16,0.16
"Citharus_linguatula","Sardina_pilchardus",27,"x_cause_y",1,24,22,0.612,0.01,-0.07,0.14,0.16
"Illex_coindetii","Sardina_pilchardus",27,"x_cause_y",1,25,22,0.766,0,0.02,0.15,0.16
"Lepidorhombus_boscii","Sardina_pilchardus",27,"x_cause_y",1,26,22,0.985,0,0,0.16,0.16
"Loligo_vulgaris","Sardina_pilchardus",27,"x_cause_y",1,27,22,0.31,0.04,-0.06,0.21,0.16
"Lophius_piscatorius","Sardina_pilchardus",27,"x_cause_y",1,28,22,0.899,0,-0.02,0.18,0.16
"Micromesistius_poutassou","Sardina_pilchardus",27,"x_cause_y",1,29,22,0.74,0,0.03,0.17,0.16
"Mullus_surmuletus","Sardina_pilchardus",27,"x_cause_y",1,30,22,0.169,0.08,0.28,0.22,0.16
"Octopus_vulgaris","Sardina_pilchardus",27,"x_cause_y",1,31,22,0.9,0,-0.03,0.17,0.16
"Pagellus_acarne","Sardina_pilchardus",27,"x_cause_y",1,32,22,0.433,0.03,-0.09,0.14,0.16
"Pagellus_bogaraveo","Sardina_pilchardus",27,"x_cause_y",1,33,22,0.212,0.07,0.1,0.08,0.16
"Pagellus_erythrinus","Sardina_pilchardus",27,"x_cause_y",1,34,22,0.791,0,0.02,0.15,0.16
"Solea_solea","Sardina_pilchardus",27,"x_cause_y",1,35,22,0.907,0,-0.01,0.16,0.16
"Zeus_faber","Sardina_pilchardus",27,"x_cause_y",1,36,22,0.333,0.04,0.12,0.22,0.16
"Eledone_cirrhosa_juv","Engraulis_encrasicolus",27,"x_cause_y",1,1,23,0.816,0,-0.04,-0.31,-0.31
"Eutrigla_gurnardus_juv","Engraulis_encrasicolus",27,"x_cause_y",1,2,23,0.666,0.01,-0.09,-0.34,-0.31
"Helicolenus_dactylopterus_juv","Engraulis_encrasicolus",27,"x_cause_y",1,3,23,0.735,0,0.04,-0.31,-0.31
"Lophius_budegassa_juv","Engraulis_encrasicolus",27,"x_cause_y",1,4,23,0.981,0,0,-0.31,-0.31
"Merluccius_merluccius_juv","Engraulis_encrasicolus",27,"x_cause_y",1,5,23,0.833,0,0.03,-0.3,-0.31
"Nephrops_norvegicus_juv","Engraulis_encrasicolus",27,"x_cause_y",1,6,23,0.996,0,0,-0.32,-0.31
"Phycis_blennoides_juv","Engraulis_encrasicolus",27,"x_cause_y",1,7,23,0.865,0,0.02,-0.31,-0.31
"Trachurus_mediterraneus_juv","Engraulis_encrasicolus",27,"x_cause_y",1,8,23,0.663,0.01,-0.02,-0.31,-0.31
"Trachurus_trachurus_juv","Engraulis_encrasicolus",27,"x_cause_y",1,9,23,0.481,0.02,0.07,-0.33,-0.31
"Trisopterus_capelanus_juv","Engraulis_encrasicolus",27,"x_cause_y",1,10,23,0.368,0.04,0.12,-0.31,-0.31
"Eledone_cirrhosa_adu","Engraulis_encrasicolus",27,"x_cause_y",1,11,23,0.899,0,0.03,-0.32,-0.31
"Eutrigla_gurnardus_adu","Engraulis_encrasicolus",27,"x_cause_y",1,12,23,0.067,0.15,-0.27,-0.41,-0.31
"Helicolenus_dactylopterus_adu","Engraulis_encrasicolus",27,"x_cause_y",1,13,23,0.578,0.01,-0.14,-0.3,-0.31
"Lophius_budegassa_adu","Engraulis_encrasicolus",27,"x_cause_y",1,14,23,0.479,0.02,-0.13,-0.34,-0.31
"Merluccius_merluccius_adu","Engraulis_encrasicolus",27,"x_cause_y",1,15,23,0.432,0.03,-0.16,-0.31,-0.31
"Mullus_barbatus_adu","Engraulis_encrasicolus",27,"x_cause_y",1,16,23,0.336,0.04,0.13,-0.37,-0.31
"Nephrops_norvegicus_adu","Engraulis_encrasicolus",27,"x_cause_y",1,17,23,0.85,0,-0.04,-0.31,-0.31
"Phycis_blennoides_adu","Engraulis_encrasicolus",27,"x_cause_y",1,18,23,0.45,0.02,0.18,-0.36,-0.31
"Trachurus_mediterraneus_adu","Engraulis_encrasicolus",27,"x_cause_y",1,19,23,0.566,0.01,-0.05,-0.32,-0.31
"Trachurus_trachurus_adu","Engraulis_encrasicolus",27,"x_cause_y",1,20,23,0.951,0,0,-0.31,-0.31
"Trisopterus_capelanus_adu","Engraulis_encrasicolus",27,"x_cause_y",1,21,23,0.434,0.03,-0.15,-0.32,-0.31
"Sardina_pilchardus","Engraulis_encrasicolus",27,"x_cause_y",1,22,23,0.542,0.02,-0.11,-0.34,-0.31
"Citharus_linguatula","Engraulis_encrasicolus",27,"x_cause_y",1,24,23,0.34,0.04,-0.12,-0.37,-0.31
"Illex_coindetii","Engraulis_encrasicolus",27,"x_cause_y",1,25,23,0.195,0.07,0.1,-0.36,-0.31
"Lepidorhombus_boscii","Engraulis_encrasicolus",27,"x_cause_y",1,26,23,0.214,0.07,-0.36,-0.41,-0.31
"Loligo_vulgaris","Engraulis_encrasicolus",27,"x_cause_y",1,27,23,0.929,0,0,-0.32,-0.31
"Lophius_piscatorius","Engraulis_encrasicolus",27,"x_cause_y",1,28,23,0.395,0.03,-0.12,-0.35,-0.31
"Micromesistius_poutassou","Engraulis_encrasicolus",27,"x_cause_y",1,29,23,0.828,0,-0.02,-0.32,-0.31
"Mullus_surmuletus","Engraulis_encrasicolus",27,"x_cause_y",1,30,23,0.445,0.02,0.14,-0.36,-0.31
"Octopus_vulgaris","Engraulis_encrasicolus",27,"x_cause_y",1,31,23,0.166,0.08,0.28,-0.36,-0.31
"Pagellus_acarne","Engraulis_encrasicolus",27,"x_cause_y",1,32,23,0.606,0.01,-0.05,-0.29,-0.31
"Pagellus_bogaraveo","Engraulis_encrasicolus",27,"x_cause_y",1,33,23,0.761,0,0.02,-0.32,-0.31
"Pagellus_erythrinus","Engraulis_encrasicolus",27,"x_cause_y",1,34,23,0.074,0.14,0.14,-0.37,-0.31
"Solea_solea","Engraulis_encrasicolus",27,"x_cause_y",1,35,23,0.067,0.15,-0.18,-0.33,-0.31
"Zeus_faber","Engraulis_encrasicolus",27,"x_cause_y",1,36,23,0.115,0.11,-0.17,-0.38,-0.31
